Sno,Name,Unit,Created Date,Service,Category,Enable Asset Tracking,Notes,Commodity Code,Sub CommodityCode,Std cost updated,Product Line Segment,Foreign Name,GL Account Code
1012,HD-409 1766ML,Box,2024-11-11T16:36:18Z,,Polyester Fiber,FALSE,,IT Equipment (T020101),,403.56,,,
1013,BK-645 532ML,Box,2024-08-04T10:55:09Z,,Activated Carbon,FALSE,,Sterile Gloves (M070101),,400.23,,,
1014,BK-382 2723GAL,Carton,2024-04-09T13:04:44Z,,Calcium Carbonate,TRUE,,Advert. agency fees (X020101),,152.22,,,
1015,AC-554 2922ML,Carton,2024-04-17T05:46:22Z,,Zinc Oxide,FALSE,,APO Services (V050401),,986.59,,,
1016,BTHRM-744 731OZ,Each,2024-08-26T13:05:19Z,,Titanium Dioxide,TRUE,,,,368.93,,,
1017,PRD-298 817ML,Box,2024-08-26T13:05:19Z,,Ceramic Tiles,TRUE,,Medical Supplies (M060101),,941.39,,,
1018,AC-310 205L,Carton,2024-03-29T16:42:50Z,,Plastic Granules,TRUE,,Construction Materials (C040201),Advert. agency fees (X020101),914.911,,,
1019,PRD-887 1716ML,Box,2024-02-25T17:13:24Z,,Rubber Compounds,FALSE,,,APO Services (V050401),648.46,,,
1020,BK-891 2877L,Each,2024-04-24T16:39:12Z,,Abrasive Grinding Wheels,FALSE,,,Paper products (X010201),833.13,,,
1021,AC-399 686GAL,Each,2024-10-17T11:18:16Z,,Industrial Paints,FALSE,,Sterile Gloves (M070101),,858.267,,,
1022,PRD-697 16ML,Box,2024-05-14T09:57:01Z,,Wood Pellets,FALSE,,Advert. agency fees (X020101),Cement (C020301),138.17,,,
1023,LX-363 5OZ,Carton,2024-08-03T06:45:56Z,,PVC Pipes,TRUE,,APO Services (V050401),Cement (C020301),380.57,,,
1024,LX-224 484GAL,Box,2024-03-21T13:14:00Z,,Insulation Foam,TRUE,,Paper products (X010201),,450.37,,,
1025,SCRUB-192 2748OZ,Box,2024-06-05T23:56:20Z,,Hydraulic Fluids,FALSE,,Medical Supplies (M060101),,421.895,,,
1026,SN-299 1052L,Carton,2024-03-04T06:01:13Z,,Lubricating Oils,TRUE,,Construction Materials (C040201),,421.895,,,
1027,SCRUB-768 1692GAL,Carton,2024-04-30T17:38:04Z,,Welding Rods,TRUE,,Chemicals products (W050701),,819.29,,,
1028,LX-516 144OZ,Each,2024-08-26T13:05:19Z,,Electrical Cables,TRUE,,Graphic chain pack design (X030101),Sterile Gloves (M070101),364.27,,,
1029,BTHRM-693 2308ML,Box,2024-01-04T13:21:39Z,,Industrial Adhesives,TRUE,,,Paper products (X010201),120.17,,,
1030,BK-680 2262OZ,Carton,2024-08-26T13:05:19Z,,Stainless Steel Fasteners,FALSE,,Cement (C020301),Advert. agency fees (X020101),403.56,,,
1031,HD-409 1766ML,Box,2024-10-20T01:51:15Z,,HVAC Filters,FALSE,,Vehicle Maintenance (M030501),APO Services (V050401),400.23,,,
1032,BK-645 532ML,Each,2024-07-07T13:17:42Z,,Safety Helmets,FALSE,,IT Equipment (T020101),Paper products (X010201),152.22,,,
1033,BK-382 2723GAL,Each,2024-02-08T07:34:27Z,,Fire-Resistant Fabrics,TRUE,,Sterile Gloves (M070101),,986.59,,,
1034,AC-554 2922ML,Box,2024-08-23T08:52:38Z,,Concrete Additives,FALSE,,Advert. agency fees (X020101),Cement (C020301),368.93,,,
1035,BTHRM-744 731OZ,Carton,2024-07-01T07:38:38Z,,Glass Wool Insulation,TRUE,,APO Services (V050401),Cement (C020301),941.39,,,
